"41 - D"
"41 - E"
"41 - F"
"41 - G"
"42 - A"
"42 - B"
"42 - C"
"42 - D"
"42 - E"
"42 - F"
"42 - G"
"43 - A"
"43 - B"
"43 - C"
"43 - D"
"43 - E"
"43 - F"
"43 - G"
"44 - A"
"44 - B"
"44 - C"
"44 - D"
"44 - E"
"44 - F"
"44 - G"
"45 - A"
"45 - B"
"45 - C"
"45 - D"
"45 - E"
"45 - F"
"45 - G"
"46 - A"
"46 - B"
"46 - C"
"46 - D"
"46 - E"
"46 - F"
"46 - G"
"47 - A"
"47 - B"
"47 - C"
"47 - D"
"47 - E"
"47 - F"
"47 - G"
"48 - A"
"48 - B"
"48 - C"
"48 - D"
"48 - E"
"48 - F"
"48 - G"
"49 - A"
"49 - B"
"49 - C"
"49 - D"
"49 - E"
"49 - F"
"49 - G"
"5 - A"
"5 - B"
"5 - C"
"5 - D"
"5 - E"
"5 - F"
"5 - G"
"50 - A"
"50 - B"
"50 - C"
"50 - D"
"50 - E"
"50 - F"
"50 - G"
"51 - A"
"51 - B"
"51 - C"
"51 - D"
"51 - E"
"51 - F"
"51 - G"
"52 - A"
"52 - B"
"52 - C"
"52 - D"
"52 - E"
"52 - F"
"52 - G"
"53 - A"
"53 - B"
"53 - C"
"53 - D"
"53 - E"
"53 - F"
"53 - G"
"54 - A"
"54 - B"
"54 - C"
"54 - D"
"54 - E"
"54 - F"
"54 - G"
"55 - A"
"55 - B"
"55 - C"
"55 - D"
"55 - E"
"55 - F"
"55 - G"
"56 - A"
"56 - B"
"56 - C"
"56 - D"
"56 - E"
"56 - F"
"56 - G"
"57 - A"
"57 - B"
"57 - C"
"57 - D"
"57 - E"
"57 - F"
"57 - G"
"58 - A"
"58 - B"
"58 - C"
"58 - D"
"58 - E"
"58 - F"
"58 - G"
"59 - A"
"59 - B"
"59 - C"
"59 - D"
"59 - E"
"59 - F"
"59 - G"
"6 - A"
"6 - B"
"6 - C"
"6 - D"
"6 - E"
"6 - F"
"6 - G"
"60 - A"
"60 - B"
"60 - C"
"60 - D"
"60 - E"
"60 - F"
"60 - G"
"61 - A"
"61 - B"
"61 - C"
"61 - D"
"61 - E"
"61 - F"
"61 - G"
"62 - A"
"62 - B"
"62 - C"
"62 - D"
"62 - E"
"62 - F"
"62 - G"
"63 - A"
"63 - B"
"63 - C"
"63 - D"
"63 - E"
"63 - F"
"63 - G"
"64 - A"
"64 - B"
"64 - C"
"64 - D"
"64 - E"
"64 - F"
"64 - G"
"65 - A"
"65 - B"
"65 - C"
"65 - D"
"65 - E"
"65 - F"
"65 - G"
"66 - A"
"66 - B"
"66 - C"
"66 - D"
"66 - E"
"66 - F"
"66 - G"
"67 - A"
"67 - B"
"67 - C"
"67 - D"
"67 - E"
"67 - F"
"67 - G"
"68 - A"
"68 - B"
"68 - C"
"68 - D"
"68 - E"
"68 - F"
"68 - G"
"69 - A"
"69 - B"
"69 - C"
"69 - D"
"69 - E"
"69 - F"
"69 - G"
"7 - A"
"7 - B"
"7 - C"
"7 - D"
"7 - E"
"7 - F"
"7 - G"
"70 - A"
"70 - B"
"70 - C"
"70 - D"
"70 - E"
"70 - F"
"70 - G"
"71 - A"
"71 - B"
"71 - C"
"71 - D"
"71 - E"
"71 - F"
"71 - G"
"72 - A"
"72 - B"
"72 - C"
"72 - D"
"72 - E"
"72 - F"
"72 - G"
"73 - A"
"73 - B"
"73 - C"
"73 - D"
"73 - E"
"73 - F"
"73 - G"
"74 - A"
"74 - B"
"74 - C"
"74 - D"
"74 - E"
"74 - F"
"74 - G"
"75 - A"
"75 - B"
"75 - C"
"75 - D"
"75 - E"
"75 - F"
"75 - G"
"76 - A"
"76 - B"
"76 - C"
"76 - D"
"76 - E"
"76 - F"
"76 - G"
"77 - A"
"77 - B"
"77 - C"
"77 - D"
"77 - E"
"77 - F"
"77 - G"
"78 - A"
"78 - B"
"78 - C"
"78 - D"
"78 - E"
"78 - F"
"78 - G"
"79 - A"
"79 - B"
"79 - C"
"79 - D"
"79 - E"
"79 - F"
"79 - G"
"8 - A"
"8 - B"
"8 - C"
"8 - D"
"8 - E"
"8 - F"
"8 - G"
"80 - A"
"80 - B"
"80 - C"
"80 - D"
"80 - E"
"80 - F"
"80 - G"
"81 - A"
"81 - B"
"81 - C"
"81 - D"
"81 - E"
"81 - F"
"81 - G"
"82 - A"
"82 - B"
"82 - C"
"82 - D"
"82 - E"
"82 - F"
"82 - G"
"83 - A"
"83 - B"
"83 - C"
"83 - D"
"83 - E"
"83 - F"
"83 - G"
"84 - A"
"84 - B"
"84 - C"
"84 - D"
"84 - E"
"84 - F"
"84 - G"
"85 - A"
"85 - B"
"85 - C"
"85 - D"
"85 - E"
"85 - F"
"85 - G"
"86 - A"
"86 - B"
"86 - C"
"86 - D"
"86 - E"
"86 - F"
"86 - G"
"87 - A"
"87 - B"
"87 - C"
"87 - D"
"87 - E"
"87 - F"
"87 - G"
"88 - A"
"88 - B"
"88 - C"
"88 - D"
"88 - E"
"88 - F"
"88 - G"
"89 - A"
"89 - B"
"89 - C"
"89 - D"
"89 - E"
"89 - F"
"89 - G"
"9 - A"
"9 - B"
"9 - C"
"9 - D"
"9 - E"
"9 - F"
"9 - G"
"90 - A"
"90 - B"
"90 - C"
"90 - D"
"90 - E"
"90 - F"
"90 - G"
"91 - A"
"91 - B"
"91 - C"
"91 - D"
"91 - E"
"91 - F"
"91 - G"
"92 - A"
"92 - B"
"92 - C"
"92 - D"
"92 - E"
"92 - F"
"92 - G"
"93 - A"
"93 - B"
"93 - C"
"93 - D"
"93 - E"
"93 - F"
"93 - G"
"94 - A"
"94 - B"
"94 - C"
"94 - D"
"94 - E"
"94 - F"
"94 - G"
"95 - A"
"95 - B"
"95 - C"
"95 - D"
"95 - E"
"95 - F"
"95 - G"
"96 - A"
"96 - B"
"96 - C"
"96 - D"
"96 - E"
"96 - F"
"96 - G"
"97 - A"
"97 - B"
"97 - C"
"97 - D"
"97 - E"
"97 - F"
"97 - G"
"98 - A"
"98 - B"
"98 - C"
"98 - D"
"98 - E"
"98 - F"
"98 - G"
"99 - A"
"99 - B"
"99 - C"
"99 - D"
"99 - E"
"99 - F"
"99 - G"
